,property_name,society,property_type,price,price_per_sq,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,noOfFloor,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating
524,3 Bedroom House for sale in Park View,ansal esencia sovereign floors,houses,1.05,7075.0,1484.0,Built Up area: 1484 (137.87 sq.m.)Carpet area: 1225 sq.ft. (113.81 sq.m.),3,3,3,not available,"Ansal Esencia Sovereign Floors Sector 67 Golf Course Extention Road Gurgaon., Park View, Gurgaon, Haryana",3,South-East,undefined,"['sri radhe krishna temple', 'kamal hospital and maternity centre', 'gobind hospital', 'sona devi memorial hospital and trauma centre', 'sanjeevani hospital gurgaon', 'sai dharamraj hospital', 'sai heart and trauma center', 'ekta hospital', 'spaze business park', 'kore tech park', 'icici bank', 'state bank of india', 'union bank of india', 'central bank of india', 'hdfc bank', 'indusind bank', 'starbucks', 'nook', 'india']","3bhk penthouse for new property in ansal esencia sovereign floors at bestech park view spa next, sector 67, sohna road ansal esencia sovereign floors ansal esencia sovereign floors sector 67 golf course extention road gurgaon.","['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']",,
525,8 Bedroom House for sale in Shakti Nagar,independent,houses,1.8,8078.0,2228.0,Carpet area: 2228 (206.99 sq.m.),8,5,2,not available,"20421 Shakti Nagar, Near Shree Shyam Medical Store, Pataudi Chowk, Gurgaon, Shakti Nagar, Gurgaon, Haryana",1,South,undefined,,"8bhk residential house for resale in shakti nagar 20421 shakti nagar, near shree shyam medical store, pataudi chowk, gurgaon",,,"['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity5 out of 5', 'safety4 out of 5']"
526,3 Bedroom House for sale in Bhondsi,independent,houses,0.44,4251.0,1035.0,Carpet area: 115 (96.15 sq.m.),3,2,1,"pooja room,others","Bhondsi, Gurgaon, Haryana",1,Na,1 to 5 Year Old,,"This spacious 3 bhk independent house is available for sale and is located in the heart of maruti kunj. It has a salable area of 1015 sqft.It is an unfurnished property. Its main door is facing southwest direction. The property is available on freehold. The property has 2 bathrooms and 1 balcony. This residential property is ready-To-Move-In. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities.
This is a 2bhk corner house located in vatika kunj gurugram.It has ground floor with 2 washrooms with a store room.A compact car can be parked inside the house easily with ample of space for parking outside.It is newly renovated house ready to move.",,"['water storage', 'recently renovated', 'visitor parking', 'natural light', 'internet/wi-fi connectivity', 'airy rooms', 'spacious interiors', 'waste disposal']","['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity4 out of 5', 'safety4 out of 5']"
527,5 Bedroom House for sale in New Colony,rattan garden,houses,0.83,17584.0,472.0,Carpet area: 472 (43.85 sq.m.),5,3,2,not available,"394/1/11, Rattan Garden, New Colony, New Colony, Gurgaon, Haryana",3,East,undefined,"['chintapurni mandir', 'aryan hospital', 'd.r. rajnis gupta clinic', 'geeta nursing home gurgaon', 'ravi clinic and health care centre', 'sparsh hospital gurgaon', 'bhatnagar maternity and nursing home', 'gurgaon eye centre', 'chiranjiv hospital', 'bindal clinic', 'pearl dental clinic', 'm.s hospital', 'taneja hospital', 'dr. sarvejeet singh', 'my care clinic', 'centre for sight gurgaon new railway road', 'triveni hospital gurgaon', 'kidney clinic', 'dr. ashok jain', 'swastik maternity and medical centre', 'dr. agya ram sharma clinic', 'kharbanda maternity and nursing home', 'lalit dental care', 'dr. madan clinic', 'dentecare - multispeciality dental clinic', 'lall eye care centre', 'om charitable dental & implant centre', 'lall nursing and maternity home', 'm goel hospital', 'dev man kathuria clinic', 'gupta hospital gurgaon', 'jackson hospital', 'dental health centre', 'satyam hospital gurgaon', 'dr. ajay s. gupta clinic', 'sarvodya hospital', 'gh gurgaon', 'jain sant phool chand ji charitable hospital', 'nova care clinic', 'verma e.n.t. hospital', 'rajiv memorial eye infirmary jacobpura', 'dr. sindhu clinic', 'sharma hospital gurgaon', 'state bank of india', 'hdfc bank', 'kotak bank', 'indian bank', 'pizza hut', 'st. michaels sr. sec. school', 'dronacharya government college']","5bhk residential house for resale in rattan garden at new colony, sector 7 rattan garden 394/1/11, rattan garden, new colony",,,"['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity4 out of 5', 'safety4 out of 5']"
528,2 Bedroom House for sale in Sector 89 Gurgaon,greenopolis,houses,0.7,5397.0,1297.0,Built Up area: 1297 (120.5 sq.m.),2,2,2,not available,"Sector 89,gurgaon, Sector 89 Gurgaon, Gurgaon, Haryana",14,North-East,undefined,,"2bhk residential house for new property in 3c greenopolis at sector 89 3c greenopolis sector 89,gurgaon","['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']",,"['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity4 out of 5', 'safety4 out of 5']"
529,9 Bedroom House for sale in Palam Vihar Extension,independent,houses,0.98,9074.0,1080.0,Carpet area: 120 (100.34 sq.m.),9,4,3,not available,"40ft Road Near Rk Tower, Palam Vihar Extension, Gurgaon, Haryana",1,South,undefined,,9bhk residential house for resale in palam vihar extension 40ft road near rk tower,,,"['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity4 out of 5', 'safety4 out of 5']"
530,6 Bedroom House for sale in Sector 48 Gurgaon,vipul world,houses,3.35,5583.0,6000.0,Built Up area: 6000 (557.42 sq.m.),6,5,3,not available,"F Block, Sector 48 Gurgaon, Gurgaon, Haryana",3,South,undefined,"['airia mall', 'gd goenka school', 'the millennium school', 'polaris hospital', 'park hospital', 'medanta the medicity', 'artemis hospital', 'medanta dialysis center', 'indusind bank', 'children park', 'gurugram railway station', 'lemon tree hotel', 'vatika business park', 'bharat petrol pump', 'tau devi lal sports complex']",6bhk residential house for resale in vipul world at sector 48 vipul world f block,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']",,"['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity5 out of 5', 'safety4 out of 5']"
531,3 Bedroom House for sale in Laxman Vihar,independent,houses,0.47,3519.0,1336.0,Built Up area: 1350 (125.42 sq.m.),3,4,0,not available,"Laxman Vihar, Sector 3a, Laxman Vihar, Gurgaon, Haryana",3,Na,undefined,,"3bhk residential house for resale in laxman vihar, sector 3a laxman vihar, sector 3a","['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']",,"['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity5 out of 5', 'safety4 out of 5']"
532,5 Bedroom House for sale in Jyoti Park,independent,houses,1.2,11194.0,1072.0,Built Up area: 1072 (99.59 sq.m.),5,4,2,not available,"Jyoti Park, Sector 7, Jyoti Park, Gurgaon, Haryana",3,Na,undefined,"['state bank atm', 'dr. madan clinic', 'taneja hospital', 'dev man kathuria clinic', 'shiv mahima patient care bureau', 'pearl dental clinic', 'ankur clinic and maternity home', 'satyam hospital gurgaon', 'navjeevan hospital and maternity centre', 'shri gobind hospital', 'chiranjiv hospital', 'swastik maternity and medical centre', 'lal superspeciality hospital', 'dr. ashok jain', 'geeta nursing home gurgaon', 'my care clinic', 'bindal clinic', 'm.s hospital', 'mangalam hospital and heart centre gurgaon', 'triveni hospital gurgaon', 'tirath ram hospitals pvt ltd', 'ravi clinic and health care centre', 'aryan hospital', 'sethi hospital gurgaon', 'shubham hospital gurgaon', 'd.r. rajnis gupta clinic', 'esic hospital gurugram', 'pasricha hospital and maternity home', 'nangia hospital ent and maternity', 'rama hospital & nursing home', 'parashar hospital', 'kathuria hospital', 'dr. ajay s. gupta clinic', 'vinayak hospital gurgaon', 'sparsh hospital gurgaon', 'kr dental hub', 'gurgaon eye centre', 'bhatnagar maternity and nursing home', 'shree krishna hospital gurgaon', 'gupta hospital gurgaon', 'dr. sarvejeet singh', 'centre for sight gurgaon new railway road', 'sharma hospital gurgaon', 'state bank of india', 'hdfc bank', 'kotak bank', 'indian bank', 'pizza hut', 'st. michaels sr. sec. school', 'dronacharya government college']","5bhk residential house for resale in jyoti park, sector 7 jyoti park, sector 7","['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']",,"['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity4 out of 5', 'safety4 out of 5']"
533,10 Bedroom House for sale in Rajiv Nagar,independent,houses,9.0,100000.0,900.0,Plot area 900(83.61 sq.m.),10,5,3,not available,"Rajiv Nagar, Gurgaon, Haryana",4,Na,10+ Year Old,"['sheetla mata mandir', 'hsbc bank atm', 'hdfc bank atm', 'state bank of india atm', 'nidhi clinic', 'dr. babita sharma', 'dr. tomar clinic', 'children hospital', 'sheetla clinic', 'jeevan jyoti hospital gurgaon', 'mamta hospital gurgaon', 'kishor clinic', 'lotus hospital gurgaon', 'saraswati hospital gurgaon', 'jackson hospital', 'gh gurgaon', 'dr. agya ram sharma clinic', 'kalyani hospital gurgaon', 'm goel hospital', 'lalit dental care', 'dental health centre', 'kidney clinic', 'centre for sight gurgaon new railway road', 'lall nursing and maternity home', 'dentecare - multispeciality dental clinic', 'om charitable dental & implant centre', 'dr. sarvejeet singh', 'lall eye care centre', 'kharbanda maternity and nursing home', 'nova care clinic', 'ahooja eye and dental institute hospital', 'verma e.n.t. hospital', 'dr. sandeep chauhan', 'bhatnagar maternity and nursing home', 'nagpal nursing home gurgaon', 'sparsh hospital gurgaon', 'sector-14 market', 'indian oil', 'rang parivartan', 'icici bank', 'hdfc bank', 'state bank of india sbi', 'punjab national bank', 'oriental bank of commerce', 'karur vysay bank', 'standard chartered bank', 'catholic syrian bank', 'cafe coffee day', 'lieutenant atul kataria school', 'dronacharya government college']","Well maintain and big room and open vantilation and open terrace , full marble and open space for kids to play","['1 geyser', '2 ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no modular kitchen', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']",,"['environment3 out of 5', 'lifestyle4 out of 5', 'connectivity5 out of 5', 'safety4 out of 5']"
534,5 Bedroom House for sale in Sector 72 Gurgaon,spaze privy,houses,3.09,6981.0,4426.0,Built Up area: 3653 (339.37 sq.m.)Carpet area: 2922 sq.ft. (271.46 sq.m.),5,5,3,servant room,"Flat No-141, Tower- H, Spaze Privy Sector -72,gurgaon, Sector 72 Gurgaon, Gurgaon, Haryana",14,East,1 to 5 Year Old,,"5bhk penthouse for new property in spaze privy 72 at sector 72 spaze privy 72 flat no-141, tower- H, spaze privy sector -72,gurgaon","['5 wardrobe', '1 water purifier', '9 fan', '1 geyser', '1 light', '8 ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine']","['swimming pool', 'separate entry for servant room', 'piped-gas', 'security personnel', 'fitness centre / gym', 'club house / community center']","['environment4.5 out of 5', 'lifestyle4.5 out of 5', 'connectivity5 out of 5', 'safety4.5 out of 5']"
535,4 Bedroom House for sale in Sector 103 Gurgaon,satya the hermitage,houses,3.15,6702.0,4700.0,Built Up area: 4700 (436.64 sq.m.),4,5,0,not available,"Sector 103, Sector 103 Gurgaon, Gurgaon, Haryana",12,East,undefined,"['metro hospital, palam vihar', 'huda metro station', 'gurgaon dreamz mall', 'huda market, sector 14', 'dwarka expressway', 'delhi jaipur expressway', 'hero honda chowk', 's n international school', 'the northcap university', 'indira gandhi international airport', 'gurgaon railway station', 'infinity business park', 'infinitys badminton academy', 'f9 go karting gurgaon', 'skyjumper trampoline park gurgaon']",4bhk penthouse for resale in satya the hermitage at sector 103 satya the hermitage sector 103,,,"['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity4 out of 5', 'safety4 out of 5']"
536,3 Bedroom House for sale in Sector 12A Gurgaon,independent,houses,1.7,9444.0,1800.0,Built Up area: 200 (167.23 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),3,3,0,not available,"Prem Nagar, Sector 12A Gurgaon, Gurgaon, Haryana",1,Na,undefined,"['sheetla mata mandir', 'hanuman mandir', 'jackson hospital', 'm goel hospital', 'kidney clinic', 'lalit dental care', 'centre for sight gurgaon new railway road', 'dr. sarvejeet singh', 'dentecare - multispeciality dental clinic', 'lall nursing and maternity home', 'kharbanda maternity and nursing home', 'om charitable dental & implant centre', 'lall eye care centre', 'dental health centre', 'bhatnagar maternity and nursing home', 'nova care clinic', 'verma e.n.t. hospital', 'dr. agya ram sharma clinic', 'gupta hospital gurgaon', 'sparsh hospital gurgaon', 'mamta hospital gurgaon', 'gh gurgaon', 'ahooja eye and dental institute hospital', 'lotus hospital gurgaon', 'dr. sandeep chauhan', 'd.r. rajnis gupta clinic', 'ravi clinic and health care centre', 'rajiv memorial eye infirmary jacobpura', 'dr. ajay s. gupta clinic', 'bindal clinic', 'sharma hospital gurgaon', 'triveni hospital gurgaon', 'm.s hospital', 'nidhi clinic', 'aryan hospital', 'my care clinic', 'dr. tomar clinic', 'geeta nursing home gurgaon', 'children hospital', 'dr. babita sharma', 'saraswati hospital gurgaon', 'chiranjiv hospital', 'jeevan jyoti hospital gurgaon', 'indian oil', 'rang parivartan', 'punjab national bank', 'state bank of india', 'state bank of india sbi', 'dronacharya government college', 'govt sec school']",3bhk residential house for resale in sector 12a prem nagar,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']",,"['environment3 out of 5', 'lifestyle4 out of 5', 'connectivity4.5 out of 5', 'safety4 out of 5']"
537,6 Bedroom House for sale in Sector 1 Gurgaon,independent,houses,4.75,10556.0,4500.0,Built Up area: 4500 (418.06 sq.m.),6,7,0,not available,"Gurugram ,palam Vihar , Hblock ... ..Opposite Nri Ansals Celebrity Homes ..., Sector 1 Gurgaon, Gurgaon, Haryana",4,Na,undefined,,"6bhk villa for resale in sector 1 gurugram ,palam vihar , hblock ... ..Opposite nri ansals celebrity homes ...","['1 wardrobe', '1 fan', '1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']",,
538,2 Bedroom House for sale in Sector 9 Gurgaon,independent,houses,1.65,18333.0,900.0,Built Up area: 900 (83.61 sq.m.),2,3,0,not available,"Sector 9, Sector 9 Gurgaon, Gurgaon, Haryana",3,Na,undefined,,2bhk residential house for resale in sector 9 sector 9,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']",,"['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity4 out of 5', 'safety4 out of 5']"
539,4 Bedroom House for sale in Sector 92 Gurgaon,sare crescent parc royal greens phase 1,houses,0.85,4877.0,1743.0,Built Up area: 1743 (161.93 sq.m.),4,4,3,not available,"Sec -92 Gurgaon, Sector 92 Gurgaon, Gurgaon, Haryana",4,Na,undefined,"['yadav clinic', 'bangali clinic', 'dr. j. s. sarkar clinic', 'vijay petrol pump', 'hp petrol pump', 'indian oil', 'essar petrol pump', 'garhi harsaru junction railway station']",4bhk penthouse for new property in sare crescent parc royal greens phase 1 at sector 92 sare crescent parc royal greens phase 1 sec -92 gurgaon,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']",,"['environment5 out of 5', 'lifestyle4 out of 5', 'connectivity4 out of 5', 'safety3 out of 5']"
